base,visibility,dt,timezone,id,name,cod,coord.lon,coord.lat,main.temp,main.feels_like,main.temp_min,main.temp_max,main.pressure,main.humidity,wind.speed,wind.deg,wind.gust,clouds.all,sys.type,sys.id,sys.country,sys.sunrise,sys.sunset,rain.1h,snow.1h,main.sea_level,main.grnd_level,rain.3h,snow.3h,weather.id,weather.main,weather.description,weather.icon
stations,10000.0,1670426451.0,-25200.0,5763910.0,Custer,200.0,-103.6046,43.7654,-15.31,-20.03,-16.28,-14.26,1023.0,58.0,1.87,252.0,2.28,0.0,2.0,2008600.0,US,1670422490.0,1670455042.0,,,1023.0,834.0,,,500,Rain,light rain,10d
stations,10000.0,1670426451.0,-21600.0,4723422.0,Rockport,200.0,-97.0577,28.0412,22.02,22.68,20.98,24.0,1023.0,92.0,2.06,120.0,,75.0,2.0,2001704.0,US,1670418423.0,1670455966.0,,,,,,,741,Fog,fog,50d
stations,10000.0,1670426005.0,-18000.0,4351184.0,Chesapeake Beach,200.0,-76.5335,38.6905,12.13,11.91,10.58,13.99,1022.0,96.0,2.75,219.0,5.52,100.0,2.0,2005638.0,US,1670415054.0,1670449480.0,0.85,,,,,,741,Fog,fog,50d
stations,4023.0,1670426005.0,-21600.0,4716571.0,Oldham,200.0,-96.8684,32.8374,16.83,17.08,13.04,20.1,1021.0,96.0,2.24,85.0,1.79,100.0,1.0,3783.0,US,1670419028.0,1670455269.0,1.54,,,,,,721,Haze,haze,50d
stations,10000.0,1670426005.0,-28800.0,5333219.0,Cambrian Park,200.0,-121.9613,37.2612,5.18,3.52,2.25,8.95,1021.0,89.0,2.06,170.0,,20.0,2.0,2009841.0,US,1670425727.0,1670460619.0,,,,,,,800,Clear,clear sky,01d
stations,10000.0,1670426451.0,-21600.0,4161141.0,Laguna Beach,200.0,-86.0127,30.2794,22.96,23.53,21.06,25.0,1026.0,85.0,3.13,148.0,3.67,44.0,2.0,2075404.0,US,1670416066.0,1670453019.0,,,1026.0,1025.0,,,701,Mist,mist,50d
stations,8047.0,1670426451.0,-28800.0,5323810.0,Anaheim,200.0,-117.9053,33.806,8.71,8.71,6.89,11.09,1022.0,87.0,0.89,86.0,2.68,0.0,2.0,2003506.0,US,1670424221.0,1670460178.0,,,,,,,701,Mist,mist,50d
stations,10000.0,1670426451.0,-28800.0,5392408.0,San Martin,200.0,-121.633,37.0679,4.2,4.2,2.58,7.78,1022.0,90.0,0.0,0.0,,40.0,1.0,3907.0,US,1670425617.0,1670460571.0,,,,,,,502,Rain,heavy intensity rain,10d
stations,6437.0,1670426451.0,-18000.0,4140963.0,Washington D.C.,200.0,-77.0612,38.9039,11.67,11.32,10.67,12.6,1021.0,93.0,4.12,180.0,,100.0,2.0,2039825.0,US,1670415217.0,1670449570.0,0.82,,,,,,804,Clouds,overcast clouds,04d
stations,10000.0,1670426451.0,-28800.0,5376101.0,Napa,200.0,-122.4049,38.4683,2.99,2.99,-0.21,5.53,1022.0,50.0,0.32,21.0,0.31,0.0,2.0,2003118.0,US,1670426032.0,1670460526.0,,,1022.0,1016.0,,,701,Mist,mist,50d
stations,10000.0,1670426005.0,-28800.0,5386082.0,Rancho Santa Margarita,200.0,-117.6079,33.6254,7.7,7.7,4.36,9.98,1021.0,89.0,0.89,90.0,1.34,0.0,2.0,2010287.0,US,1670424123.0,1670460133.0,,,,,,,701,Mist,mist,50d
stations,10000.0,1670426451.0,-25200.0,5828648.0,Jackson,200.0,-110.7666,43.4816,-16.68,-23.66,-16.68,-10.18,1021.0,85.0,3.09,20.0,,0.0,1.0,4564.0,US,1670424153.0,1670456817.0,,,,,,,804,Clouds,overcast clouds,04d
stations,10000.0,1670426206.0,-28800.0,5369150.0,Lucerne Valley,200.0,-117.0338,34.4028,2.02,0.26,-0.31,4.63,1022.0,84.0,1.71,198.0,1.98,11.0,2.0,2005290.0,US,1670424100.0,1670459880.0,,,1022.0,894.0,,,803,Clouds,broken clouds,04d
stations,9252.0,1670426005.0,-21600.0,4117942.0,Lake Hamilton,200.0,-93.0998,34.4498,17.83,18.23,15.69,19.33,1021.0,98.0,1.54,180.0,,100.0,1.0,4398.0,US,1670418359.0,1670454129.0,2.32,,,,,,800,Clear,clear sky,01d
stations,10000.0,1670426446.0,-28800.0,5368361.0,Los Angeles,200.0,-118.2644,34.047,8.5,8.5,5.53,10.88,1021.0,88.0,0.0,0.0,,0.0,1.0,3694.0,US,1670424342.0,1670460228.0,,,,,,,804,Clouds,overcast clouds,04d
stations,10000.0,1670426451.0,-28800.0,5392567.0,San Rafael,200.0,-122.532,37.9751,7.32,7.32,2.72,10.53,1021.0,90.0,0.63,346.0,0.8,0.0,2.0,2007882.0,US,1670425981.0,1670460639.0,,,,,,,800,Clear,clear sky,01d
stations,8047.0,1670426451.0,-21600.0,4273299.0,Hutchinson,200.0,-97.9342,38.0543,-2.02,-2.02,-2.02,3.19,1023.0,93.0,0.0,0.0,,0.0,1.0,4440.0,US,1670420087.0,1670454722.0,,,,,,,701,Mist,mist,50d
stations,10000.0,1670426451.0,-25200.0,5454711.0,Albuquerque,200.0,-106.69,35.0842,5.26,2.75,3.71,8.85,1022.0,75.0,3.09,30.0,,75.0,2.0,2076478.0,US,1670421719.0,1670457295.0,,,,,,,741,Fog,fog,50d
stations,10000.0,1670426451.0,-28800.0,5393015.0,Santa Clara,200.0,-121.9746,37.3909,5.34,3.7,2.72,8.4,1023.0,93.0,2.06,170.0,,20.0,2.0,2035564.0,US,1670425751.0,1670460601.0,,,,,,,741,Fog,fog,50d
stations,10000.0,1670426451.0,-28800.0,5331836.0,Burbank,200.0,-121.9498,37.3219,5.12,3.45,2.49,8.18,1022.0,93.0,2.06,170.0,,20.0,2.0,2010043.0,US,1670425734.0,1670460606.0,,,,,,,701,Mist,mist,50d
stations,10000.0,1670426451.0,-28800.0,5331836.0,Burbank,200.0,-121.9487,37.3217,5.12,3.45,2.49,8.18,1022.0,93.0,2.06,170.0,,20.0,2.0,2010043.0,US,1670425734.0,1670460606.0,,,,,,,741,Fog,fog,50d
stations,10000.0,1670426005.0,-28800.0,5393545.0,Saticoy,200.0,-119.1076,34.2724,7.44,5.07,4.93,9.91,1021.0,90.0,3.6,50.0,,40.0,2.0,2045649.0,US,1670424578.0,1670460397.0,,,,,,,701,Mist,mist,50d
stations,2414.0,1670426451.0,-18000.0,7257394.0,Old Saybrook Center,200.0,-72.351,41.2837,13.64,13.54,12.78,14.6,1024.0,95.0,2.57,170.0,,100.0,2.0,2007438.0,US,1670414506.0,1670448019.0,2.25,,,,,,701,Mist,mist,50d
stations,4828.0,1670426451.0,-21600.0,4719310.0,Piney Point Village,200.0,-95.5501,29.7275,22.72,23.45,21.25,23.48,1022.0,92.0,3.6,170.0,,75.0,2.0,2038411.0,US,1670418282.0,1670455383.0,,,,,,,701,Mist,mist,50d
stations,10000.0,1670426005.0,-28800.0,5604222.0,Ponderay,200.0,-116.6232,48.3674,-8.2,-8.2,-9.95,-7.25,1023.0,89.0,0.0,0.0,,100.0,2.0,2004763.0,US,1670426641.0,1670457142.0,,,,,,,804,Clouds,overcast clouds,04d
stations,9656.0,1670426450.0,-18000.0,4485272.0,Pinehurst,200.0,-79.4697,35.1964,15.89,15.96,15.61,16.65,1024.0,93.0,1.03,240.0,,100.0,2.0,2016119.0,US,1670415199.0,1670450745.0,,,,,,,741,Fog,fog,50d
stations,10000.0,1670426005.0,-25200.0,5313457.0,Scottsdale,200.0,-111.9246,33.4964,11.96,11.54,9.66,14.21,1019.0,89.0,2.06,120.0,,75.0,2.0,2020223.0,US,1670422739.0,1670458787.0,,,,,,,500,Rain,light rain,10d
stations,10000.0,1670426451.0,-25200.0,5440520.0,Stratmoor,200.0,-104.7925,38.7976,2.52,-2.17,-1.59,6.26,1018.0,53.0,5.81,210.0,11.62,0.0,2.0,2010646.0,US,1670421858.0,1670456244.0,,,,,,,701,Mist,mist,50d
stations,10000.0,1670426451.0,-18000.0,4220861.0,Saint Simon Mills,200.0,-81.367,31.1992,21.77,22.27,20.03,22.24,1027.0,87.0,2.57,260.0,,0.0,1.0,5922.0,US,1670415076.0,1670451779.0,,,,,,,701,Mist,mist,50d
stations,10000.0,1670426206.0,-28800.0,5350039.0,Fort Bragg,200.0,-123.7992,39.3155,3.26,1.04,2.84,7.19,1022.0,96.0,2.29,92.0,2.21,0.0,2.0,2039261.0,US,1670426511.0,1670460717.0,,,1022.0,1019.0,,,500,Rain,light rain,10d
stations,10000.0,1670426005.0,-18000.0,4160795.0,Key Largo,200.0,-80.4616,25.077,23.94,24.37,23.89,26.12,1024.0,76.0,6.04,74.0,7.5,10.0,2.0,2018377.0,US,1670414066.0,1670452353.0,,,1024.0,1024.0,,,701,Mist,mist,50d
stations,10000.0,1670425761.0,-28800.0,5375034.0,Moss Beach,200.0,-122.5135,37.5221,7.18,6.11,3.9,9.62,1023.0,87.0,1.79,127.0,3.13,20.0,2.0,2011257.0,US,1670425902.0,1670460709.0,,,,,,,701,Mist,mist,50d
stations,10000.0,1670426005.0,-21600.0,4172366.0,Seaside,200.0,-86.1382,30.3201,22.07,22.92,20.99,24.46,1023.0,99.0,2.94,153.0,3.44,37.0,2.0,2005383.0,US,1670416102.0,1670453044.0,,,,,,,721,Haze,haze,50d
stations,10000.0,1670426451.0,-28800.0,5804676.0,Newcastle,200.0,-122.1974,47.5356,4.2,1.48,1.57,6.24,1021.0,92.0,3.09,140.0,,100.0,2.0,2074431.0,US,1670427779.0,1670458680.0,,,,,,,800,Clear,clear sky,01d
stations,2414.0,1670426451.0,-18000.0,5138007.0,Shinnecock Hills,200.0,-72.4555,40.9109,13.67,13.52,12.74,14.51,1023.0,93.0,3.6,190.0,,100.0,2.0,2001649.0,US,1670414463.0,1670448113.0,3.16,,,,,,802,Clouds,scattered clouds,03d
stations,10000.0,1670426005.0,-18000.0,4591896.0,Port Royal,200.0,-80.6593,32.3887,20.89,21.05,18.32,23.03,1027.0,77.0,3.09,270.0,,0.0,1.0,3324.0,US,1670415072.0,1670451443.0,,,,,,,701,Mist,mist,50d
stations,9656.0,1670426451.0,-21600.0,4714131.0,New Braunfels,200.0,-98.0809,29.7365,21.16,21.66,19.99,21.97,1022.0,89.0,5.14,180.0,,100.0,1.0,3391.0,US,1670418891.0,1670455989.0,,,,,,,804,Clouds,overcast clouds,04d
stations,10000.0,1670426451.0,-25200.0,5550192.0,West Sedona,200.0,-111.7992,34.8647,7.99,5.74,6.05,8.62,1019.0,82.0,3.6,190.0,,91.0,1.0,5810.0,US,1670422912.0,1670458554.0,,,,,,,802,Clouds,scattered clouds,03d
stations,10000.0,1670426451.0,-18000.0,4755668.0,Deerwood,200.0,-78.4183,38.1553,11.3,10.81,9.92,15.1,1023.0,89.0,3.09,210.0,,100.0,1.0,3625.0,US,1670415417.0,1670450022.0,,,,,,,701,Mist,mist,50d
stations,402.0,1670426451.0,-18000.0,5134693.0,Rye,200.0,-73.6879,40.983,13.54,13.4,12.13,15.13,1021.0,94.0,1.54,140.0,,100.0,2.0,19613.0,US,1670414772.0,1670448395.0,,,,,,,800,Clear,clear sky,01d
stations,10000.0,1670426005.0,-18000.0,4473796.0,Jonesville,200.0,-80.8513,36.0965,9.08,8.39,8.42,10.19,1025.0,96.0,1.7,239.0,5.54,100.0,2.0,2005026.0,US,1670415670.0,1670450937.0,0.67,,1025.0,986.0,,,741,Fog,fog,50d
stations,8149.0,1670426005.0,-18000.0,5141580.0,Tupper Lake,200.0,-74.4488,44.2247,8.49,7.76,6.86,8.61,1021.0,96.0,1.66,169.0,4.26,100.0,2.0,2001751.0,US,1670415582.0,1670447951.0,,,,,,,800,Clear,clear sky,01d
stations,8149.0,1670426451.0,-18000.0,5141580.0,Tupper Lake,200.0,-74.4488,44.2247,8.39,7.64,6.86,8.68,1020.0,98.0,1.66,169.0,4.26,100.0,2.0,2009036.0,US,1670415582.0,1670447951.0,,,,,,,500,Rain,light rain,10d
stations,10000.0,1670426451.0,-18000.0,4930956.0,Boston,200.0,-71.0843,42.3463,12.05,11.79,10.38,13.44,1023.0,95.0,5.66,160.0,,100.0,2.0,2013408.0,US,1670414401.0,1670447516.0,,,,,,,701,Mist,mist,50d
stations,10000.0,1670426005.0,-25200.0,5582371.0,Steamboat Springs,200.0,-106.8048,40.4585,-13.66,-18.72,-13.66,-13.66,1029.0,91.0,2.2,102.0,2.41,65.0,1.0,4340.0,US,1670422631.0,1670456438.0,,,1029.0,791.0,,,802,Clouds,scattered clouds,03d
stations,6437.0,1670426005.0,-25200.0,5321098.0,Williams,200.0,-112.1817,35.2493,2.3,-2.61,-0.41,3.35,1018.0,89.0,6.17,210.0,9.26,100.0,1.0,3655.0,US,1670423062.0,1670458588.0,,,,,,,701,Mist,mist,50d
stations,3219.0,1670426451.0,-18000.0,5128581.0,New York,200.0,-73.9677,40.7117,13.67,13.55,12.13,14.84,1022.0,94.0,2.06,160.0,,100.0,2.0,2039034.0,US,1670414790.0,1670448511.0,,,,,,,803,Clouds,broken clouds,04d
stations,10000.0,1670426451.0,-21600.0,4049979.0,Birmingham,200.0,-86.8055,33.5142,20.57,21.06,19.69,21.25,1026.0,91.0,4.12,220.0,,100.0,1.0,3436.0,US,1670416710.0,1670452756.0,,,,,,,501,Rain,moderate rain,10d
stations,10000.0,1670426451.0,-28800.0,5328163.0,Big Bear Lake,200.0,-116.9148,34.2424,-4.56,-7.15,-6.61,-1.65,1022.0,86.0,1.61,180.0,1.85,20.0,2.0,2006320.0,US,1670424047.0,1670459875.0,,,,,,,701,Mist,mist,50d
stations,1609.0,1670426451.0,-18000.0,4187204.0,Chamblee,200.0,-84.3027,33.884,15.39,15.36,12.99,18.47,1025.0,91.0,1.54,210.0,,100.0,1.0,5323.0,US,1670416163.0,1670452101.0,,,,,,,701,Mist,mist,50d
stations,10000.0,1670426451.0,-28800.0,5395244.0,Sherman Oaks,200.0,-118.4873,34.2006,6.75,6.75,3.64,9.89,1006.0,88.0,0.0,0.0,,0.0,1.0,6183.0,US,1670424419.0,1670460259.0,,,,,,,800,Clear,clear sky,01d
stations,158.0,1670426451.0,-18000.0,5115261.0,Dover Plains,200.0,-73.5732,41.8414,12.56,12.4,11.47,14.0,1022.0,97.0,1.89,170.0,6.18,100.0,2.0,2040516.0,US,1670414904.0,1670448209.0,,,1022.0,998.0,,,701,Mist,mist,50d
stations,10000.0,1670426451.0,28800.0,1794227.0,Dachang Shandao,200.0,122.8043,38.6724,6.75,3.95,6.75,6.75,1027.0,44.0,4.12,313.0,4.63,29.0,,,CN,1670367181.0,1670401643.0,,,1027.0,1027.0,,,701,Mist,mist,50n
stations,10000.0,1670426206.0,-28800.0,5410999.0,Yountville,200.0,-122.3813,38.441,2.93,2.93,-0.14,5.6,1022.0,50.0,0.35,17.0,0.35,0.0,2.0,2003118.0,US,1670426022.0,1670460525.0,,,1022.0,1017.0,,,803,Clouds,broken clouds,04n
stations,4037.0,1670426451.0,7200.0,0.0,,200.0,24.5538,81.7951,-12.35,-19.22,-12.35,-12.35,1037.0,98.0,3.77,52.0,2.71,100.0,,,,0.0,0.0,,,1037.0,1037.0,,,804,Clouds,overcast clouds,04d
stations,10000.0,1670426005.0,-21600.0,5244080.0,Appleton,200.0,-88.4045,44.2293,-0.07,-1.9,-0.75,0.25,1023.0,81.0,1.54,0.0,,100.0,1.0,3341.0,US,1670418934.0,1670451300.0,,,,,,,741,Fog,fog,50d
stations,805.0,1670426005.0,-28800.0,5356012.0,Healdsburg,200.0,-122.8699,38.6122,3.07,1.69,-0.08,7.52,1021.0,92.0,1.54,300.0,,100.0,2.0,2004738.0,US,1670426168.0,1670460614.0,,,,,,,701,Mist,mist,50d
stations,10000.0,1670426451.0,-28800.0,5752129.0,Sisters,200.0,-121.5466,44.2887,-6.26,-9.79,-9.09,-3.32,1025.0,91.0,2.03,228.0,1.64,18.0,2.0,2004710.0,US,1670426906.0,1670459241.0,,,1025.0,906.0,,,701,Mist,mist,50d
stations,10000.0,1670426451.0,-28800.0,5393358.0,Santa Susana,200.0,-118.7073,34.2688,5.64,5.64,3.79,9.34,1027.0,89.0,0.89,112.0,1.34,0.0,2.0,2009043.0,US,1670424482.0,1670460302.0,,,,,,,701,Mist,mist,50d
stations,10000.0,1670426451.0,-25200.0,5421250.0,Englewood,200.0,-104.99,39.6563,0.38,-1.38,-2.97,4.05,1022.0,55.0,1.54,140.0,,20.0,2.0,2032865.0,US,1670422053.0,1670456144.0,,,,,,,701,Mist,mist,50d
stations,3219.0,1670426451.0,-18000.0,5090046.0,Nashua,200.0,-71.4919,42.7391,10.83,10.42,9.35,12.57,1022.0,94.0,0.89,131.0,3.13,100.0,2.0,2023708.0,US,1670414575.0,1670447538.0,,,,,,,701,Mist,mist,50d
stations,255.0,1670426005.0,-25200.0,5645859.0,Columbia Falls,200.0,-114.0407,48.4374,-3.43,-3.43,-3.43,-2.46,1023.0,98.0,1.24,245.0,1.79,100.0,1.0,4253.0,US,1670426038.0,1670456505.0,,0.11,1023.0,905.0,,,701,Mist,mist,50d
stations,402.0,1670426451.0,-18000.0,5202551.0,Mountainhome,200.0,-75.2383,41.2282,9.79,8.53,8.75,10.84,1020.0,97.0,2.57,140.0,,100.0,2.0,2078264.0,US,1670415190.0,1670448722.0,,,,,,,701,Mist,mist,50d
stations,10000.0,1670426005.0,-28800.0,5368321.0,Los Alamos,200.0,-120.2718,34.7446,2.49,-0.58,0.87,8.45,1022.0,97.0,3.09,80.0,,0.0,2.0,2004853.0,US,1670424929.0,1670460606.0,,,,,,,701,Mist,mist,50d
stations,10000.0,1670426451.0,-21600.0,5036727.0,Marshall,200.0,-95.7831,44.4412,-12.73,-19.73,-14.44,-11.23,1028.0,78.0,8.23,340.0,,100.0,1.0,4935.0,US,1670420750.0,1670453026.0,,,,,,,804,Clouds,overcast clouds,04n
stations,10000.0,1670426451.0,-18000.0,7218413.0,Port Tampa Communities,200.0,-82.507,27.8766,23.95,24.2,21.69,25.61,1026.0,69.0,2.57,70.0,,0.0,1.0,4844.0,US,1670414908.0,1670452494.0,,,,,,,803,Clouds,broken clouds,04d
stations,4828.0,1670426206.0,-21600.0,4556165.0,Yukon,200.0,-97.7508,35.4781,6.37,4.09,5.79,6.94,1023.0,92.0,3.09,360.0,,100.0,2.0,2007384.0,US,1670419632.0,1670455089.0,,,,,,,701,Mist,mist,50d
stations,1207.0,1670426451.0,-21600.0,4735636.0,Tarrant,200.0,-97.0431,32.826,16.13,16.17,13.19,19.9,1021.0,91.0,3.09,110.0,,100.0,1.0,3807.0,US,1670419069.0,1670455313.0,,,,,,,701,Mist,mist,50d
stations,10000.0,1670426205.0,-18000.0,4166936.0,Oldsmar,200.0,-82.6725,28.0428,23.74,24.08,21.69,25.61,1026.0,73.0,2.57,70.0,,0.0,2.0,2021689.0,US,1670414969.0,1670452513.0,,,,,,,701,Mist,mist,50d
stations,4828.0,1670426206.0,-21600.0,4669828.0,Addison,200.0,-96.8446,32.9512,16.25,16.41,12.81,18.79,1021.0,95.0,2.06,140.0,,100.0,2.0,2011151.0,US,1670419039.0,1670455247.0,,,,,,,701,Mist,mist,50d
stations,10000.0,1670426206.0,-18000.0,4464326.0,Dunn,200.0,-78.6354,35.3212,17.05,17.11,15.2,18.57,1026.0,88.0,2.57,220.0,,100.0,1.0,4417.0,US,1670415018.0,1670450525.0,,,,,,,300,Drizzle,light intensity drizzle,09d
stations,2414.0,1670426451.0,-18000.0,4465285.0,Elon,200.0,-79.5131,36.067,12.48,12.39,10.92,14.4,1025.0,100.0,2.57,220.0,,100.0,2.0,2004240.0,US,1670415344.0,1670450621.0,0.69,,,,,,701,Mist,mist,50d
stations,10000.0,1670426451.0,-18000.0,4460943.0,Clayton,200.0,-78.5625,35.6086,16.51,16.51,14.39,17.79,1025.0,88.0,1.54,230.0,,100.0,2.0,2008770.0,US,1670415044.0,1670450464.0,,,,,,,701,Mist,mist,50d
stations,10000.0,1670426451.0,-18000.0,4481519.0,Nashville,200.0,-77.9386,35.9705,17.41,17.35,15.9,17.97,1026.0,82.0,2.57,200.0,,100.0,1.0,5729.0,US,1670414951.0,1670450258.0,,,,,,,701,Mist,mist,50d
stations,10000.0,1670426451.0,-18000.0,4489019.0,Rosin Hill,200.0,-78.3793,35.2495,17.52,17.44,16.36,19.51,1026.0,81.0,3.24,249.0,5.4,49.0,2.0,2012760.0,US,1670414945.0,1670450475.0,,,1026.0,1019.0,,,800,Clear,clear sky,01d
stations,10000.0,1670426005.0,-18000.0,4488762.0,Rocky Mount,200.0,-77.8204,35.9631,17.89,17.88,16.06,18.12,1026.0,82.0,2.57,200.0,,100.0,1.0,5729.0,US,1670414921.0,1670450231.0,,,,,,,800,Clear,clear sky,01d
stations,10000.0,1670426451.0,-18000.0,4497643.0,Warsaw,200.0,-78.1359,34.9928,19.4,19.41,17.98,21.54,1026.0,77.0,3.09,220.0,,0.0,1.0,3853.0,US,1670414848.0,1670450455.0,,,,,,,800,Clear,clear sky,01d
stations,10000.0,1670426206.0,-18000.0,4483174.0,Ogden,200.0,-77.8161,34.2744,20.64,20.85,17.17,22.25,1025.0,80.0,0.0,0.0,,75.0,2.0,2016170.0,US,1670414663.0,1670450487.0,,,,,,,804,Clouds,overcast clouds,04d
stations,2338.0,1670425761.0,-18000.0,4801546.0,Cass,200.0,-79.9973,38.4122,10.88,10.63,8.22,11.44,1024.0,100.0,5.81,262.0,12.52,100.0,2.0,2072363.0,US,1670415839.0,1670450358.0,,,,,,,800,Clear,clear sky,01d
stations,3219.0,1670426451.0,-21600.0,4887398.0,Chicago,200.0,-87.6273,41.8987,3.98,1.63,2.83,4.65,1025.0,92.0,2.57,100.0,,100.0,2.0,2005153.0,US,1670418289.0,1670451571.0,,,,,,,701,Mist,mist,50n
stations,1207.0,1670426451.0,-28800.0,5761959.0,Yamhill,200.0,-123.1297,45.339,2.56,-0.05,1.09,3.93,1021.0,97.0,2.57,150.0,,100.0,2.0,2010524.0,US,1670427507.0,1670459400.0,,,,,,,501,Rain,moderate rain,10d
stations,10000.0,1670426451.0,-25200.0,5442727.0,Vail,200.0,-106.3782,39.6416,-8.36,-12.91,-9.37,-7.53,1030.0,77.0,2.49,155.0,2.48,50.0,2.0,2016901.0,US,1670422384.0,1670456479.0,,,1030.0,753.0,,,701,Mist,mist,50d
stations,10000.0,1670426451.0,-28800.0,5393287.0,Santa Rosa,200.0,-122.7189,38.4634,3.21,1.85,-0.18,8.19,1022.0,95.0,1.54,310.0,,40.0,1.0,5933.0,US,1670426107.0,1670460603.0,,,,,,,803,Clouds,broken clouds,04n
stations,10000.0,1670426451.0,-28800.0,5504473.0,Gardnerville Ranchos,200.0,-119.903,38.7748,-10.53,-15.05,-14.44,-8.46,1029.0,83.0,2.2,210.0,1.87,5.0,2.0,2034037.0,US,1670425483.0,1670459874.0,,,1029.0,786.0,,,500,Rain,light rain,10d
stations,8401.0,1670426451.0,-25200.0,5543307.0,Moab,200.0,-109.3971,38.6985,1.44,1.44,1.35,3.5,1021.0,94.0,0.75,123.0,1.55,100.0,2.0,2003937.0,US,1670422947.0,1670457366.0,,0.14,1021.0,878.0,,,701,Mist,mist,50d
stations,8047.0,1670426451.0,-28800.0,5383527.0,Placentia,200.0,-117.8932,33.8597,8.52,8.52,6.81,11.0,1021.0,89.0,0.89,86.0,2.68,0.0,2.0,2010054.0,US,1670424226.0,1670460167.0,,,,,,,800,Clear,clear sky,01d
stations,10000.0,1670426006.0,-18000.0,4164143.0,Miami Beach,200.0,-80.1426,25.7847,26.59,26.59,25.56,27.79,1025.0,68.0,5.14,60.0,,20.0,2.0,2009372.0,US,1670414077.0,1670452190.0,,,,,,,501,Rain,moderate rain,10d
stations,9656.0,1670426206.0,-21600.0,4101260.0,Bentonville,200.0,-94.2167,36.3583,8.45,6.94,6.62,9.93,1024.0,95.0,2.57,110.0,,100.0,2.0,47726.0,US,1670418920.0,1670454104.0,,,,,,,701,Mist,mist,50d
stations,10000.0,1670426206.0,-28800.0,5746545.0,Portland,200.0,-122.6824,45.518,3.45,1.5,1.61,4.84,1022.0,93.0,2.06,190.0,,100.0,2.0,2008548.0,US,1670427438.0,1670459254.0,,,,,,,701,Mist,mist,50d
stations,10000.0,1670426451.0,-21600.0,4710129.0,McGregor,200.0,-97.4813,31.4023,21.97,22.29,20.14,22.51,1021.0,79.0,7.72,170.0,,0.0,2.0,2010732.0,US,1670418973.0,1670455618.0,,,,,,,721,Haze,haze,50d
stations,10000.0,1670426447.0,-28800.0,5355828.0,Hawthorne,200.0,-118.3347,33.9204,9.13,7.98,6.07,11.26,1022.0,89.0,2.24,76.0,3.58,0.0,1.0,4361.0,US,1670424341.0,1670460264.0,,,,,,,701,Mist,mist,50d
stations,4023.0,1670426451.0,-18000.0,4839704.0,North Haven,200.0,-72.8794,41.368,13.66,13.59,12.78,14.82,1023.0,96.0,4.12,170.0,,100.0,2.0,2017948.0,US,1670414649.0,1670448131.0,,,,,,,741,Fog,fog,50d
stations,10000.0,1670425761.0,-18000.0,5131614.0,Pittsford,200.0,-77.5803,43.0914,7.98,6.79,6.14,10.06,1019.0,94.0,2.06,260.0,,100.0,2.0,2039653.0,US,1670416106.0,1670448931.0,,,,,,,803,Clouds,broken clouds,04d
stations,402.0,1670426451.0,-28800.0,7260806.0,Arden-Arcade,200.0,-121.3817,38.6017,2.87,1.46,0.92,7.51,1023.0,96.0,1.54,130.0,,100.0,1.0,4838.0,US,1670425809.0,1670460258.0,,,,,,,701,Mist,mist,50d
stations,10000.0,1670426451.0,-28800.0,5390267.0,Saint Helena,200.0,-122.4787,38.4999,2.78,2.78,-0.46,7.14,1017.0,49.0,0.33,38.0,0.29,0.0,2.0,2003118.0,US,1670426055.0,1670460539.0,,,,,,,500,Rain,light rain,10d
stations,10000.0,1670426447.0,-18000.0,4787117.0,Springfield,200.0,-77.1847,38.7993,11.14,10.74,10.18,12.09,1023.0,93.0,4.12,180.0,,20.0,2.0,2077925.0,US,1670415229.0,1670449618.0,1.5,,,,,,800,Clear,clear sky,01d
stations,3219.0,1670426451.0,-18000.0,4180439.0,Atlanta,200.0,-84.3951,33.7647,16.17,16.17,13.14,18.51,1026.0,89.0,3.09,210.0,,100.0,2.0,2006620.0,US,1670416168.0,1670452141.0,,,,,,,800,Clear,clear sky,01d
stations,9656.0,1670426451.0,-18000.0,4992394.0,Fair Plain,200.0,-86.4288,42.0735,6.49,5.6,5.38,7.75,1022.0,79.0,1.54,200.0,,100.0,2.0,2003523.0,US,1670418035.0,1670451250.0,,,,,,,701,Mist,mist,50d
stations,10000.0,1670426451.0,-25200.0,5309842.0,Prescott,200.0,-112.4669,34.5459,4.95,0.55,4.19,6.58,1022.0,82.0,6.71,163.0,11.18,75.0,2.0,19859.0,US,1670423024.0,1670458763.0,,,,,,,701,Mist,mist,50d
stations,805.0,1670425761.0,-18000.0,4463760.0,Dixie,200.0,-80.9523,35.1516,12.42,12.22,10.4,14.5,1026.0,96.0,2.57,0.0,,100.0,1.0,3648.0,US,1670415548.0,1670451107.0,,,,,,,701,Mist,mist,50d
stations,9656.0,1670426451.0,-18000.0,5158156.0,Huber Ridge,200.0,-82.9072,40.0585,10.04,9.63,7.91,11.87,1015.0,97.0,1.54,350.0,,100.0,2.0,2040468.0,US,1670416821.0,1670450773.0,,,,,,,701,Mist,mist,50d
stations,3219.0,1670426451.0,-21600.0,4722925.0,River Oaks,200.0,-97.3497,32.7866,15.87,15.99,13.16,18.84,1022.0,95.0,2.06,10.0,,100.0,2.0,2005247.0,US,1670419137.0,1670455392.0,,,,,,,701,Mist,mist,50d
